,feature_name
TNC,TNC
EPHA4,EPHA4
CEACAM3,CEACAM3
ZMYM2,ZMYM2
UBR2,UBR2
PMEPA1,PMEPA1
MYT1L,MYT1L
RCL1,RCL1
SDHAF1,SDHAF1
ATP1A2,ATP1A2
SFXN5,SFXN5
KSR2,KSR2
FAAP24,FAAP24
CSF2RB,CSF2RB
PELI2,PELI2
AP1S3,AP1S3
CDC25B,CDC25B
ZNF490,ZNF490
ESAM,ESAM
FAM124A,FAM124A
RAB30,RAB30
IRAK4,IRAK4
CD8B,CD8B
LDHAL6A,LDHAL6A
KCNJ13,KCNJ13
ANKRD10,ANKRD10
IL2RA,IL2RA
SYCP2,SYCP2
SCUBE3,SCUBE3
MYBL2,MYBL2
CORIN,CORIN
KHDRBS2,KHDRBS2
LDLR,LDLR
LINC01560,LINC01560
ACOT7,ACOT7
TSACC,TSACC
NRARP,NRARP
ELL,ELL
FSD1,FSD1
HECW2,HECW2
NOS1AP,NOS1AP
SHARPIN,SHARPIN
TLR5,TLR5
ADAMTS8,ADAMTS8
IFT74,IFT74
IGF2BP2,IGF2BP2
KLHDC1,KLHDC1
ZNF143,ZNF143
LINC01013,LINC01013
MMP19,MMP19
LEPR,LEPR
NPIPB11,NPIPB11
SEPTIN5,SEPTIN5
MYB,MYB
NACA2,NACA2
KCNK12,KCNK12
MTERF2,MTERF2
CR1L,CR1L
ZBTB32,ZBTB32
ARPP21,ARPP21
NATD1,NATD1
STK40,STK40
IMPG2,IMPG2
TOX2,TOX2
IP6K2,IP6K2
OXSM,OXSM
WDR86,WDR86
IGLV1-40,IGLV1-40
P2RY14,P2RY14
MTIF3,MTIF3
TBC1D32,TBC1D32
KIR2DL3,KIR2DL3
TSHZ2,TSHZ2
OPTN,OPTN
ZNF90,ZNF90
MGST2,MGST2
GATM,GATM
ADGRG5,ADGRG5
SIRT5,SIRT5
FAM222A,FAM222A
HILPDA,HILPDA
TRPC4AP,TRPC4AP
SLFN13,SLFN13
TRGC1,TRGC1
SGCD,SGCD
CLIC2,CLIC2
WLS,WLS
MBD1,MBD1
ENDOD1,ENDOD1
OPLAH,OPLAH
LAMA5,LAMA5
DONSON,DONSON
ZNF573,ZNF573
MED15,MED15
ZBED6,ZBED6
CTNNAL1,CTNNAL1
ASAP2,ASAP2
WASF1,WASF1
COCH,COCH
CNTN2,CNTN2
CD40LG,CD40LG
FAM20A,FAM20A
RIPOR3,RIPOR3
GJA4,GJA4
PIF1,PIF1
PDGFRB,PDGFRB
CERCAM,CERCAM
VWA5A,VWA5A
COL24A1,COL24A1
NT5DC3,NT5DC3
CEMIP,CEMIP
MBOAT2,MBOAT2
RASGRF2,RASGRF2
DNAH12,DNAH12
CCND1,CCND1
LAMA2,LAMA2
AXDND1,AXDND1
IPO8,IPO8
PLA2G12A,PLA2G12A
LINC02362,LINC02362
ZDHHC19,ZDHHC19
ZNF346,ZNF346
MYL4,MYL4
AKAP5,AKAP5
TOM1,TOM1
SEMA3D,SEMA3D
AFAP1,AFAP1
COL4A4,COL4A4
MAP1A,MAP1A
CTTNBP2,CTTNBP2
FZD3,FZD3
NME2,NME2
KIF1B,KIF1B
PARD6G,PARD6G
PLIN4,PLIN4
KIAA1549,KIAA1549
RGS13,RGS13
TNFRSF4,TNFRSF4
RAB4B,RAB4B
ZBTB20-AS4,ZBTB20-AS4
PKP4,PKP4
STK31,STK31
PTPN3,PTPN3
SMIM18,SMIM18
CASP6,CASP6
BTBD19,BTBD19
MAST2,MAST2
LINC01551,LINC01551
ZFAND2A,ZFAND2A
CCR10,CCR10
KCNK6,KCNK6
KRT6A,KRT6A
TTC16,TTC16
CEP19,CEP19
TP53I11,TP53I11
GPR68,GPR68
VSTM1,VSTM1
DNAAF2,DNAAF2
ZNF518B,ZNF518B
GUCY2D,GUCY2D
CLCN5,CLCN5
GCLC,GCLC
PPIL4,PPIL4
DLK1,DLK1
SPOP,SPOP
SLC4A10,SLC4A10
CCDC191,CCDC191
ZNF778,ZNF778
CYP4F12,CYP4F12
SCUBE1,SCUBE1
TNS1,TNS1
COL27A1,COL27A1
TMEM144,TMEM144
DRAM1,DRAM1
MLC1,MLC1
FMN1,FMN1
AVIL,AVIL
SLC26A2,SLC26A2
TIGIT,TIGIT
IGHV3-43,IGHV3-43
ZNF774,ZNF774
FCER1A,FCER1A
PACSIN3,PACSIN3
ADAM23,ADAM23
LINC02762,LINC02762
FBXO5,FBXO5
IDH1,IDH1
HNMT,HNMT
EFNB2,EFNB2
TMEM203,TMEM203
AK2,AK2
LINC01465,LINC01465
AGBL5,AGBL5
CSRP2,CSRP2
P2RY1,P2RY1
SDC2,SDC2
TRBV5-5,TRBV5-5
CD200R1,CD200R1
MROH8,MROH8
PDGFB,PDGFB
ABCC10,ABCC10
CD84,CD84
ADAMTS6,ADAMTS6
NUP210L,NUP210L
TRIB2,TRIB2
PRRT4,PRRT4
PDE7B,PDE7B
GLRA3,GLRA3
DST,DST
GIMAP5,GIMAP5
CYP3A5,CYP3A5
CASC15,CASC15
SMIM24,SMIM24
TOGARAM2,TOGARAM2
NBPF11,NBPF11
CACNA1H,CACNA1H
COL6A3,COL6A3
NTRK2,NTRK2
CNP,CNP
SPTBN4,SPTBN4
SBK1,SBK1
LAYN,LAYN
CDHR3,CDHR3
IGSF11,IGSF11
GRAMD2B,GRAMD2B
JSRP1,JSRP1
KIFC1,KIFC1
CNIH3,CNIH3
ANKDD1A,ANKDD1A
FXYD1,FXYD1
NKIRAS1,NKIRAS1
STAG3,STAG3
CLDN9,CLDN9
IGHV3-21,IGHV3-21
RHEBL1,RHEBL1
TMEM88,TMEM88
SLC10A1,SLC10A1
GIHCG,GIHCG
SLC16A1,SLC16A1
KIR3DL2,KIR3DL2
DBN1,DBN1
GNAL,GNAL
LIMS2,LIMS2
PROZ,PROZ
PCDH9,PCDH9
SMAD1,SMAD1
HSPA4L,HSPA4L
COPG1,COPG1
RERE,RERE
PBLD,PBLD
TSEN2,TSEN2
SPATA2L,SPATA2L
PPP1R16A,PPP1R16A
PDLIM7,PDLIM7
KIF20A,KIF20A
PDZD2,PDZD2
NXF3,NXF3
CD109,CD109
LINC02608,LINC02608
GSDME,GSDME
UNC13A,UNC13A
OLFML2A,OLFML2A
CRELD1,CRELD1
MDM1,MDM1
FRMD4A,FRMD4A
RAB7B,RAB7B
PCOLCE,PCOLCE
FLRT2,FLRT2
SMC2,SMC2
AXIN2,AXIN2
CNFN,CNFN
TP53I13,TP53I13
LINC01970,LINC01970
MCAM,MCAM
ACTN3,ACTN3
CD200,CD200
SPRY1,SPRY1
SPX,SPX
ICA1,ICA1
MEIS1,MEIS1
LMBRD1,LMBRD1
LRRN3,LRRN3
NADSYN1,NADSYN1
TMEM79,TMEM79
ARSJ,ARSJ
ZBTB8OS,ZBTB8OS
TKTL1,TKTL1
TRIM6,TRIM6
SNAI1,SNAI1
ACP6,ACP6
LAG3,LAG3
MINPP1,MINPP1
FBXL22,FBXL22
ZBTB17,ZBTB17
GJC1,GJC1
LINC00545,LINC00545
RAB13,RAB13
TYK2,TYK2
SPATS2,SPATS2
CUEDC1,CUEDC1
ALS2,ALS2
GPR82,GPR82
SURF1,SURF1
CDC14B,CDC14B
SMIM5,SMIM5
ZNF853,ZNF853
RGPD2,RGPD2
HES1,HES1
MLLT11,MLLT11
APOA1,APOA1
FXYD7,FXYD7
LRRC4,LRRC4
PLEKHN1,PLEKHN1
DCST1,DCST1
ADGRV1,ADGRV1
SMOX,SMOX
RNF25,RNF25
ATG9A,ATG9A
RASSF6,RASSF6
SH2D6,SH2D6
SIGLEC6,SIGLEC6
HEMGN,HEMGN
MLANA,MLANA
SCN1B,SCN1B
SMG8,SMG8
TNNC2,TNNC2
PPEF1,PPEF1
CPA5,CPA5
PTCRA,PTCRA
GDPD3,GDPD3
KIF14,KIF14
SEMA6B,SEMA6B
CNKSR2,CNKSR2
GXYLT1,GXYLT1
BICDL1,BICDL1
IGLC7,IGLC7
NRXN2,NRXN2
RAB33A,RAB33A
BTNL8,BTNL8
FBXL14,FBXL14
VMO1,VMO1
BPI,BPI
NR1H3,NR1H3
ABI3BP,ABI3BP
CCR9,CCR9
RGS9,RGS9
TRIM34,TRIM34
PKIB,PKIB
NAV2,NAV2
COL4A2,COL4A2
SIRPB2,SIRPB2
GPAM,GPAM
USP19,USP19
LINC00402,LINC00402
PLAT,PLAT
NETO2,NETO2
B3GNT8,B3GNT8
SDC1,SDC1
DLGAP1,DLGAP1
MYCT1,MYCT1
DEPDC1B,DEPDC1B
LIX1,LIX1
PLD5,PLD5
ALDH1A1,ALDH1A1
PPIF,PPIF
KALRN,KALRN
SLC35D3,SLC35D3
PIGM,PIGM
SLC23A1,SLC23A1
IL18RAP,IL18RAP
AATK,AATK
PRKCZ,PRKCZ
SPIB,SPIB
FSTL4,FSTL4
ADAMTS10,ADAMTS10
ADAMDEC1,ADAMDEC1
ELL3,ELL3
PTCH2,PTCH2
GPAT3,GPAT3
TNFRSF10C,TNFRSF10C
TRAV22,TRAV22
IGSF10,IGSF10
SGIP1,SGIP1
OLAH,OLAH
MT1M,MT1M
MPO,MPO
IL10RB,IL10RB
ARHGAP33,ARHGAP33
XK,XK
PARP15,PARP15
FGF13,FGF13
TPM2,TPM2
BLNK,BLNK
BFSP2,BFSP2
SERPINH1,SERPINH1
GLT1D1,GLT1D1
MMP2,MMP2
KIFC3,KIFC3
NSUN7,NSUN7
PARD6B,PARD6B
TNFRSF9,TNFRSF9
KCND3,KCND3
CAV1,CAV1
EMP2,EMP2
LDB2,LDB2
TMEM260,TMEM260
SMAD9,SMAD9
ZNF627,ZNF627
DNAH8,DNAH8
CTH,CTH
FERMT2,FERMT2
SORCS2,SORCS2
PFKFB2,PFKFB2
FAXDC2,FAXDC2
OTUD7A,OTUD7A
SPDYA,SPDYA
PROK2,PROK2
DNMT3B,DNMT3B
TMEM67,TMEM67
PCLO,PCLO
NDC1,NDC1
RASSF8,RASSF8
TMEM266,TMEM266
NAPSA,NAPSA
MDS2,MDS2
TPRG1,TPRG1
ZNF165,ZNF165
PRKCQ,PRKCQ
ST6GALNAC3,ST6GALNAC3
WFDC2,WFDC2
F2RL3,F2RL3
PPFIA1,PPFIA1
NACAD,NACAD
ADGRE3,ADGRE3
RAB3C,RAB3C
LHFPL5,LHFPL5
ICAM4,ICAM4
MMRN1,MMRN1
SLC22A4,SLC22A4
PART1,PART1
PIGU,PIGU
SLF1,SLF1
FCGR2B,FCGR2B
SLC20A2,SLC20A2
TAF4B,TAF4B
KCNJ15,KCNJ15
CSF1,CSF1
PAGR1,PAGR1
ACKR3,ACKR3
BEND4,BEND4
CHCHD6,CHCHD6
CRTAM,CRTAM
PCSK6,PCSK6
GPR141,GPR141
CCDC150,CCDC150
IGKV1-9,IGKV1-9
MYH15,MYH15
PLSCR2,PLSCR2
PREX2,PREX2
KIF15,KIF15
